Student_id,Age,Gender,Race,Location,Email,CGPA,Previous_Achievements,CourseTaken,Grades,Certifications,Hard_Skills,Soft_Skills,Previous_Work_Experience_Type,Previous_Work_Experience_Years,Previous_JobProfile,Previous_Work_Experience_At,Current_Work_Experience_Type,Current_Work_Experience_Years,Current_Job_Profile,Current_Work_Experience_At,Interests,Keywords,Career Goal,Grade1,Grade2,Grade3,Total_Grades,Percentage,Final_Grade
577,25,F,Indian,Perak,student577@example.com,3.2,Internship,Business,"95, 97, 85",,TensorFlow,Communication,Full-Time,1.4,Data Scientist,Data Analytics Inc,Internship,2.080030829,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Software Engineer,95,97,85,277,92.33333333,A
578,24,F,Indian,Selangor,student578@example.com,3.03,Dean's List,Engineering,"97, 89, 98",Certified Data Scientist,Power BI,Leadership,Internship,1.2,Data Scientist,TechGiant Inc,Internship,3.87098215,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Software Engineer,97,89,98,284,94.66666667,A
579,19,M,Chinese,Kuala Lumpur,student579@example.com,2.48,Best Project,Data Science,"86, 92, 94",AWS Certified Solutions Architect,TensorFlow,Leadership,Part-Time,0.2,Data Scientist,Innovate Solutions,Full-Time,0.648685288,Junior Data Scientist,Data Analytics Inc,Software Development,"C++, Java",Become a Software Engineer,86,92,94,272,90.66666667,A
580,38,M,Chinese,Kuala Lumpur,student580@example.com,3.78,Dean's List,Computer Science,"99, 95, 91",,SQL,Communication,Full-Time,4,Data Scientist,TechGiant Inc,Internship,8.87494149,Senior Data Scientist,Innovate Solutions,Software Development,"C++, Java",Become a Senior Data Scientist,99,95,91,285,95,A
581,36,F,Indian,Kuala Lumpur,student581@example.com,2.95,Best Project,Business,"89, 91, 88",AWS Certified Solutions Architect,Python,Problem Solving,Internship,3.6,Data Scientist,TechGiant Inc,Full-Time,4.010901582,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,89,91,88,268,89.33333333,A
582,28,M,Malay,Kedah,student582@example.com,3.1,Best Project,Engineering,"95, 97, 85",Certified Data Scientist,SQL,Leadership,Full-Time,2,Data Scientist,Data Analytics Inc,Part-Time,5.80204178,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,95,97,85,277,92.33333333,A
583,20,F,Other,Johor,student583@example.com,2.13,Internship,Engineering,"99, 82, 84",,R,Leadership,Full-Time,0.4,Data Analyst,Innovate Solutions,Part-Time,3.007171618,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,99,82,84,265,88.33333333,B
584,29,F,Other,Selangor,student584@example.com,3.18,Best Project,Engineering,"91, 95, 100",Certified Data Scientist,SQL,Leadership,Part-Time,2.2,Software Engineer,TechGiant Inc,Internship,6.441425826,Junior Data Scientist,Innovate Solutions,Software Development,"C++, Java",Become a Software Engineer,91,95,100,286,95.33333333,A
585,39,F,Indian,Johor,student585@example.com,2.56,Best Project,Data Science,"89, 97, 93",Certified Data Scientist,Python,Problem Solving,Part-Time,4.2,Data Analyst,TechGiant Inc,Part-Time,7.792081824,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,89,97,93,279,93,A
586,21,F,Chinese,Kedah,student586@example.com,3.42,Internship,Business,"95, 98, 99",AWS Certified Solutions Architect,SQL,Problem Solving,Full-Time,0.6,Data Analyst,TechGiant Inc,Part-Time,3.626747519,Data Scientist,TechGiant Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,95,98,99,292,97.33333333,A
587,28,F,Malay,Kedah,student587@example.com,3.27,Internship,Business,"92, 95, 89",Certified Data Scientist,TensorFlow,Leadership,Internship,2,Software Engineer,Innovate Solutions,Part-Time,4.766728361,Junior Data Scientist,TechGiant Inc,Software Development,"SQL, Power BI",Become a Senior Data Scientist,92,95,89,276,92,A
588,39,F,Chinese,Kuala Lumpur,student588@example.com,2.14,Dean's List,Computer Science,"88, 90, 92",AWS Certified Solutions Architect,Power BI,Communication,Part-Time,4.2,Data Scientist,TechGiant Inc,Full-Time,4.715070651,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Data Science Manager,88,90,92,270,90,A
589,39,M,Malay,Kedah,student589@example.com,3.25,Internship,Business,"97, 86, 98",AWS Certified Solutions Architect,R,Leadership,Part-Time,4.2,Data Scientist,Data Analytics Inc,Internship,7.098045148,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,97,86,98,281,93.66666667,A
590,38,F,Malay,Johor,student590@example.com,3.15,Best Project,Business,"92, 87, 99",AWS Certified Solutions Architect,R,Problem Solving,Internship,4,Software Engineer,Data Analytics Inc,Internship,4.475949436,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","C++, Java",Become a Senior Data Scientist,92,87,99,278,92.66666667,A
591,34,F,Malay,Johor,student591@example.com,3.81,Dean's List,Computer Science,"97, 82, 92",Certified Data Scientist,Power BI,Problem Solving,Full-Time,3.2,Data Analyst,Data Analytics Inc,Part-Time,6.571008233,Senior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,97,82,92,271,90.33333333,A
592,18,F,Other,Selangor,student592@example.com,2.92,Dean's List,Engineering,"99, 85, 81",AWS Certified Solutions Architect,R,Leadership,Internship,0,Software Engineer,Data Analytics Inc,Part-Time,3.471364276,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,99,85,81,265,88.33333333,B
593,30,F,Malay,Kedah,student593@example.com,2.36,Dean's List,Engineering,"81, 90, 90",,Python,Leadership,Internship,2.4,Data Analyst,Data Analytics Inc,Part-Time,5.126587805,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","C++, Java",Become a Software Engineer,81,90,90,261,87,B
594,22,M,Chinese,Kedah,student594@example.com,3.65,Best Project,Computer Science,"84, 100, 92",Certified Data Scientist,Power BI,Leadership,Full-Time,0.8,Data Analyst,Data Analytics Inc,Part-Time,2.395592405,Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Data Science Manager,84,100,92,276,92,A
595,24,F,Other,Johor,student595@example.com,3.81,Dean's List,Data Science,"92, 96, 90",,TensorFlow,Communication,Full-Time,1.2,Data Scientist,Innovate Solutions,Internship,1.363908609,Senior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Data Science Manager,92,96,90,278,92.66666667,A
596,24,F,Other,Kuala Lumpur,student596@example.com,3.94,Best Project,Business,"81, 90, 93",,R,Problem Solving,Part-Time,1.2,Data Analyst,Innovate Solutions,Internship,1.692736592,Senior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,81,90,93,264,88,B
597,31,M,Indian,Selangor,student597@example.com,2.42,Dean's List,Business,"95, 92, 95",AWS Certified Solutions Architect,TensorFlow,Leadership,Part-Time,2.6,Data Analyst,Innovate Solutions,Full-Time,5.940109046,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Software Engineer,95,92,95,282,94,A
598,38,F,Indian,Selangor,student598@example.com,2.14,Dean's List,Data Science,"93, 84, 95",Certified Data Scientist,Power BI,Problem Solving,Full-Time,4,Data Scientist,Data Analytics Inc,Part-Time,8.168004255,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,93,84,95,272,90.66666667,A
599,35,F,Other,Selangor,student599@example.com,3.38,Dean's List,Data Science,"84, 94, 100",Certified Data Scientist,SQL,Leadership,Part-Time,3.4,Software Engineer,TechGiant Inc,Full-Time,4.831360019,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,84,94,100,278,92.66666667,A
600,23,F,Chinese,Selangor,student600@example.com,3.93,Internship,Data Science,"87, 86, 90",AWS Certified Solutions Architect,R,Leadership,Full-Time,1,Data Scientist,Innovate Solutions,Internship,3.955898477,Senior Data Scientist,Data Analytics Inc,Software Development,"Python, TensorFlow",Become a Senior Data Scientist,87,86,90,263,87.66666667,B
601,32,F,Chinese,Johor,student601@example.com,2.62,Internship,Data Science,"94, 96, 81",,TensorFlow,Communication,Internship,2.8,Data Analyst,Innovate Solutions,Internship,7.60934668,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Data Science Manager,94,96,81,271,90.33333333,A
602,28,F,Chinese,Selangor,student602@example.com,2.1,Dean's List,Computer Science,"94, 97, 95",,TensorFlow,Communication,Part-Time,2,Data Analyst,Data Analytics Inc,Internship,5.765782602,Junior Data Scientist,TechGiant Inc,Software Development,"Python, TensorFlow",Become a Software Engineer,94,97,95,286,95.33333333,A
603,38,F,Chinese,Selangor,student603@example.com,3.22,Best Project,Data Science,"91, 85, 84",Certified Data Scientist,TensorFlow,Problem Solving,Full-Time,4,Data Analyst,Innovate Solutions,Full-Time,4.812805783,Junior Data Scientist,Innovate Solutions,Software Development,"SQL, Power BI",Become a Software Engineer,91,85,84,260,86.66666667,B
604,25,F,Chinese,Perak,student604@example.com,3.89,Internship,Business,"94, 88, 84",Certified Data Scientist,Power BI,Communication,Internship,1.4,Software Engineer,TechGiant Inc,Full-Time,5.434064873,Senior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,94,88,84,266,88.66666667,B
605,33,M,Indian,Kedah,student605@example.com,2.45,Dean's List,Business,"98, 89, 85",,Power BI,Communication,Part-Time,3,Data Scientist,Data Analytics Inc,Part-Time,6.633347892,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Software Engineer,98,89,85,272,90.66666667,A
606,38,M,Chinese,Kedah,student606@example.com,2.87,Internship,Business,"88, 98, 92",,SQL,Leadership,Internship,4,Data Scientist,TechGiant Inc,Internship,6.321896085,Junior Data Scientist,TechGiant Inc,Software Development,"C++, Java",Become a Data Science Manager,88,98,92,278,92.66666667,A
607,25,M,Chinese,Perak,student607@example.com,2.92,Dean's List,Engineering,"95, 89, 85",,Power BI,Leadership,Full-Time,1.4,Data Analyst,Data Analytics Inc,Full-Time,3.881666447,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,95,89,85,269,89.66666667,A
608,35,F,Indian,Selangor,student608@example.com,3.21,Internship,Business,"95, 96, 83",Certified Data Scientist,TensorFlow,Problem Solving,Part-Time,3.4,Software Engineer,Innovate Solutions,Internship,7.895121177,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Software Engineer,95,96,83,274,91.33333333,A
609,39,F,Chinese,Kedah,student609@example.com,3.84,Internship,Computer Science,"97, 85, 89",,SQL,Communication,Part-Time,4.2,Software Engineer,Innovate Solutions,Part-Time,4.906164922,Senior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","C++, Java",Become a Senior Data Scientist,97,85,89,271,90.33333333,A
610,26,M,Indian,Selangor,student610@example.com,3.62,Best Project,Data Science,"95, 95, 87",,TensorFlow,Leadership,Part-Time,1.6,Data Scientist,Data Analytics Inc,Internship,5.253886593,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,95,95,87,277,92.33333333,A
611,27,F,Indian,Perak,student611@example.com,2.3,Best Project,Engineering,"87, 86, 88",AWS Certified Solutions Architect,Python,Problem Solving,Full-Time,1.8,Data Scientist,TechGiant Inc,Full-Time,6.728779969,Junior Data Scientist,TechGiant Inc,Software Development,"SQL, Power BI",Become a Data Science Manager,87,86,88,261,87,B
612,20,M,Other,Kedah,student612@example.com,3.04,Internship,Computer Science,"80, 96, 99",Certified Data Scientist,Python,Leadership,Internship,0.4,Software Engineer,Data Analytics Inc,Internship,1.683993531,Junior Data Scientist,Data Analytics Inc,Software Development,"Python, TensorFlow",Become a Software Engineer,80,96,99,275,91.66666667,A
613,21,M,Other,Kuala Lumpur,student613@example.com,3.81,Best Project,Engineering,"80, 97, 87",,Power BI,Leadership,Full-Time,0.6,Data Analyst,Innovate Solutions,Full-Time,4.860046704,Senior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,80,97,87,264,88,B
614,35,F,Malay,Johor,student614@example.com,2.7,Internship,Business,"97, 92, 99",,R,Leadership,Full-Time,3.4,Data Analyst,Innovate Solutions,Internship,4.190101244,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Senior Data Scientist,97,92,99,288,96,A
615,18,F,Other,Johor,student615@example.com,2.66,Dean's List,Data Science,"90, 89, 84",Certified Data Scientist,TensorFlow,Problem Solving,Full-Time,0,Data Analyst,Innovate Solutions,Internship,2.704679306,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,90,89,84,263,87.66666667,B
616,26,M,Chinese,Johor,student616@example.com,2.4,Best Project,Computer Science,"87, 89, 80",Certified Data Scientist,R,Problem Solving,Part-Time,1.6,Software Engineer,TechGiant Inc,Internship,1.646391714,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Software Engineer,87,89,80,256,85.33333333,B
617,30,F,Indian,Johor,student617@example.com,3.56,Dean's List,Business,"87, 84, 87",AWS Certified Solutions Architect,Python,Communication,Part-Time,2.4,Data Scientist,Innovate Solutions,Internship,2.704536283,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Data Science Manager,87,84,87,258,86,B
618,21,M,Other,Perak,student618@example.com,2.91,Dean's List,Engineering,"85, 97, 84",,R,Leadership,Part-Time,0.6,Data Analyst,TechGiant Inc,Internship,5.22496793,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,85,97,84,266,88.66666667,B
619,20,M,Chinese,Johor,student619@example.com,3.23,Dean's List,Data Science,"82, 93, 97",Certified Data Scientist,R,Problem Solving,Part-Time,0.4,Software Engineer,TechGiant Inc,Full-Time,1.827568995,Junior Data Scientist,Data Analytics Inc,Software Development,"Python, TensorFlow",Become a Data Science Manager,82,93,97,272,90.66666667,A
620,33,F,Malay,Johor,student620@example.com,2.29,Internship,Engineering,"83, 99, 88",,Power BI,Leadership,Full-Time,3,Software Engineer,TechGiant Inc,Full-Time,3.145747666,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","C++, Java",Become a Senior Data Scientist,83,99,88,270,90,A
621,19,M,Other,Selangor,student621@example.com,2.81,Best Project,Data Science,"99, 80, 84",Certified Data Scientist,Power BI,Communication,Full-Time,0.2,Data Analyst,TechGiant Inc,Full-Time,2.224812257,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Software Engineer,99,80,84,263,87.66666667,B
622,19,M,Other,Kuala Lumpur,student622@example.com,2.48,Internship,Data Science,"83, 90, 88",Certified Data Scientist,R,Problem Solving,Full-Time,0.2,Software Engineer,TechGiant Inc,Part-Time,4.461232961,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Software Engineer,83,90,88,261,87,B
623,30,F,Other,Johor,student623@example.com,3.74,Internship,Computer Science,"83, 90, 90",Certified Data Scientist,R,Leadership,Part-Time,2.4,Software Engineer,Data Analytics Inc,Part-Time,6.657281446,Senior Data Scientist,Innovate Solutions,Software Development,"C++, Java",Become a Senior Data Scientist,83,90,90,263,87.66666667,B
624,23,M,Chinese,Kedah,student624@example.com,2.62,Dean's List,Data Science,"98, 89, 99",AWS Certified Solutions Architect,Power BI,Leadership,Full-Time,1,Software Engineer,Innovate Solutions,Internship,2.208421034,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","C++, Java",Become a Senior Data Scientist,98,89,99,286,95.33333333,A
625,32,F,Indian,Perak,student625@example.com,3.76,Internship,Computer Science,"94, 81, 83",Certified Data Scientist,SQL,Leadership,Full-Time,2.8,Data Scientist,TechGiant Inc,Part-Time,6.931613751,Senior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","C++, Java",Become a Data Science Manager,94,81,83,258,86,B
626,26,F,Other,Johor,student626@example.com,3.33,Best Project,Business,"89, 92, 89",Certified Data Scientist,TensorFlow,Communication,Part-Time,1.6,Data Scientist,Data Analytics Inc,Part-Time,6.481291917,Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","C++, Java",Become a Data Science Manager,89,92,89,270,90,A
627,40,M,Other,Kedah,student627@example.com,2.13,Internship,Data Science,"84, 95, 98",Certified Data Scientist,Python,Leadership,Part-Time,4.4,Data Analyst,TechGiant Inc,Internship,4.600143194,Junior Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Senior Data Scientist,84,95,98,277,92.33333333,A
628,32,F,Chinese,Johor,student628@example.com,2.47,Dean's List,Computer Science,"93, 85, 82",Certified Data Scientist,TensorFlow,Leadership,Full-Time,2.8,Software Engineer,TechGiant Inc,Internship,4.038265929,Junior Data Scientist,Innovate Solutions,Software Development,"Python, TensorFlow",Become a Software Engineer,93,85,82,260,86.66666667,B
629,36,M,Other,Selangor,student629@example.com,3.02,Dean's List,Computer Science,"84, 96, 88",,SQL,Problem Solving,Internship,3.6,Software Engineer,Innovate Solutions,Part-Time,4.559262744,Junior Data Scientist,Data Analytics Inc,Software Development,"SQL, Power BI",Become a Data Science Manager,84,96,88,268,89.33333333,A
630,26,F,Chinese,Perak,student630@example.com,2.73,Dean's List,Computer Science,"82, 80, 88",,TensorFlow,Leadership,Internship,1.6,Data Scientist,Innovate Solutions,Internship,5.24424805,Junior Data Scientist,Innovate Solutions,Software Development,"Python, TensorFlow",Become a Data Science Manager,82,80,88,250,83.33333333,B
631,24,F,Malay,Kuala Lumpur,student631@example.com,2.28,Internship,Computer Science,"86, 98, 99",,Power BI,Communication,Internship,1.2,Data Scientist,Data Analytics Inc,Full-Time,2.868788509,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,86,98,99,283,94.33333333,A
632,23,M,Other,Perak,student632@example.com,2.91,Internship,Data Science,"90, 94, 86",,Power BI,Leadership,Internship,1,Software Engineer,Innovate Solutions,Internship,2.590072715,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,90,94,86,270,90,A
633,24,M,Chinese,Johor,student633@example.com,2.16,Internship,Business,"100, 91, 81",AWS Certified Solutions Architect,Power BI,Problem Solving,Internship,1.2,Data Analyst,Innovate Solutions,Internship,4.230978,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","Python, TensorFlow",Become a Senior Data Scientist,100,91,81,272,90.66666667,A
634,20,F,Other,Kedah,student634@example.com,2.92,Internship,Data Science,"90, 94, 96",,Python,Problem Solving,Part-Time,0.4,Data Analyst,Data Analytics Inc,Internship,0.622998214,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,90,94,96,280,93.33333333,A
635,30,M,Malay,Kuala Lumpur,student635@example.com,2.62,Internship,Business,"89, 88, 93",,Power BI,Communication,Part-Time,2.4,Data Scientist,Data Analytics Inc,Internship,3.950612544,Junior Data Scientist,Data Analytics Inc,Software Development,"C++, Java",Become a Senior Data Scientist,89,88,93,270,90,A
636,30,F,Other,Perak,student636@example.com,2.67,Dean's List,Data Science,"97, 98, 89",Certified Data Scientist,Power BI,Leadership,Full-Time,2.4,Data Scientist,Innovate Solutions,Internship,3.006300755,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","Python, TensorFlow",Become a Data Science Manager,97,98,89,284,94.66666667,A
637,18,F,Malay,Kedah,student637@example.com,3.1,Dean's List,Engineering,"91, 85, 81",,Python,Problem Solving,Internship,0,Data Scientist,Innovate Solutions,Part-Time,2.752895217,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,91,85,81,257,85.66666667,B
638,22,F,Other,Kedah,student638@example.com,3.22,Internship,Computer Science,"87, 81, 83",AWS Certified Solutions Architect,SQL,Communication,Full-Time,0.8,Data Scientist,TechGiant Inc,Full-Time,3.920999837,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Data Science Manager,87,81,83,251,83.66666667,B
639,30,F,Other,Kuala Lumpur,student639@example.com,2.61,Best Project,Business,"100, 99, 83",,SQL,Leadership,Internship,2.4,Software Engineer,Data Analytics Inc,Part-Time,6.890723502,Junior Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","C++, Java",Become a Senior Data Scientist,100,99,83,282,94,A
640,37,F,Chinese,Kuala Lumpur,student640@example.com,3.02,Best Project,Computer Science,"98, 99, 95",Certified Data Scientist,Power BI,Leadership,Part-Time,3.8,Software Engineer,TechGiant Inc,Part-Time,6.717685715,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,98,99,95,292,97.33333333,A
641,31,F,Indian,Selangor,student641@example.com,3.05,Dean's List,Business,"91, 92, 85",Certified Data Scientist,Python,Leadership,Internship,2.6,Software Engineer,TechGiant Inc,Full-Time,6.560204039,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,91,92,85,268,89.33333333,A
642,32,M,Malay,Selangor,student642@example.com,3.49,Dean's List,Data Science,"90, 84, 83",Certified Data Scientist,Power BI,Leadership,Part-Time,2.8,Data Analyst,Innovate Solutions,Internship,6.20042205,Data Scientist,Innovate Solutions,Software Development,"Python, TensorFlow",Become a Data Science Manager,90,84,83,257,85.66666667,B
643,30,F,Chinese,Johor,student643@example.com,2.59,Internship,Business,"92, 90, 97",AWS Certified Solutions Architect,R,Leadership,Internship,2.4,Data Scientist,TechGiant Inc,Full-Time,7.360589634,Junior Data Scientist,Data Analytics Inc,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,92,90,97,279,93,A
644,21,F,Malay,Selangor,student644@example.com,3.19,Dean's List,Computer Science,"90, 95, 95",Certified Data Scientist,Power BI,Communication,Internship,0.6,Software Engineer,TechGiant Inc,Part-Time,3.378050401,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Data Science Manager,90,95,95,280,93.33333333,A
645,30,F,Other,Selangor,student645@example.com,3.9,Best Project,Business,"90, 85, 87",AWS Certified Solutions Architect,TensorFlow,Communication,Internship,2.4,Data Analyst,Innovate Solutions,Part-Time,5.988817449,Senior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","C++, Java",Become a Software Engineer,90,85,87,262,87.33333333,B
646,26,M,Malay,Kuala Lumpur,student646@example.com,3.33,Dean's List,Computer Science,"84, 85, 95",,TensorFlow,Leadership,Full-Time,1.6,Data Scientist,Innovate Solutions,Internship,6.447029458,Data Scientist,TechGiant Inc,Software Development,"C++, Java",Become a Data Science Manager,84,85,95,264,88,B
647,33,M,Malay,Kuala Lumpur,student647@example.com,3.31,Dean's List,Computer Science,"95, 100, 96",AWS Certified Solutions Architect,SQL,Problem Solving,Part-Time,3,Software Engineer,TechGiant Inc,Part-Time,5.5686177,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,95,100,96,291,97,A
648,18,M,Other,Kuala Lumpur,student648@example.com,2.02,Internship,Computer Science,"98, 82, 94",AWS Certified Solutions Architect,R,Problem Solving,Internship,0,Software Engineer,TechGiant Inc,Part-Time,2.283454785,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Senior Data Scientist,98,82,94,274,91.33333333,A
649,38,F,Other,Perak,student649@example.com,2.99,Internship,Computer Science,"97, 80, 98",Certified Data Scientist,Power BI,Problem Solving,Part-Time,4,Data Scientist,Innovate Solutions,Part-Time,5.540001176,Junior Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","Python, TensorFlow",Become a Data Science Manager,97,80,98,275,91.66666667,A
650,30,F,Chinese,Kedah,student650@example.com,3.16,Best Project,Computer Science,"86, 82, 85",AWS Certified Solutions Architect,Python,Communication,Full-Time,2.4,Software Engineer,TechGiant Inc,Full-Time,6.888064432,Junior Data Scientist,TechGiant Inc,Software Development,"C++, Java",Become a Data Science Manager,86,82,85,253,84.33333333,B
651,35,M,Indian,Perak,student651@example.com,3.66,Internship,Data Science,"94, 89, 89",Certified Data Scientist,Power BI,Leadership,Internship,3.4,Software Engineer,Innovate Solutions,Full-Time,3.950613686,Data Scientist,Innovate Solutions,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,94,89,89,272,90.66666667,A
652,18,F,Indian,Kuala Lumpur,student652@example.com,3.44,Best Project,Data Science,"80, 84, 87",Certified Data Scientist,R,Leadership,Part-Time,0,Software Engineer,Innovate Solutions,Full-Time,2.822201598,Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","C++, Java",Become a Software Engineer,80,84,87,251,83.66666667,B
653,36,M,Indian,Selangor,student653@example.com,2.54,Best Project,Engineering,"92, 85, 93",AWS Certified Solutions Architect,SQL,Leadership,Internship,3.6,Data Scientist,Data Analytics Inc,Internship,3.840636982,Junior Data Scientist,Data Analytics Inc,Software Development,"Python, TensorFlow",Become a Data Science Manager,92,85,93,270,90,A
654,30,F,Chinese,Selangor,student654@example.com,2.87,Best Project,Business,"89, 81, 87",AWS Certified Solutions Architect,TensorFlow,Communication,Part-Time,2.4,Data Analyst,Innovate Solutions,Part-Time,3.96488623,Junior Data Scientist,Innovate Solutions,Software Development,"SQL, Power BI",Become a Senior Data Scientist,89,81,87,257,85.66666667,B
655,26,M,Indian,Kedah,student655@example.com,2.16,Dean's List,Computer Science,"83, 89, 94",Certified Data Scientist,TensorFlow,Leadership,Part-Time,1.6,Software Engineer,Data Analytics Inc,Internship,4.425985366,Junior Data Scientist,TechGiant Inc,"Data Science, Machine Learning","SQL, Power BI",Become a Senior Data Scientist,83,89,94,266,88.66666667,B
656,40,F,Malay,Johor,student656@example.com,3.53,Internship,Data Science,"95, 89, 90",Certified Data Scientist,R,Communication,Full-Time,4.4,Data Scientist,Innovate Solutions,Full-Time,8.930079008,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","SQL, Power BI",Become a Senior Data Scientist,95,89,90,274,91.33333333,A
657,32,F,Indian,Selangor,student657@example.com,2.94,Dean's List,Computer Science,"97, 97, 100",,TensorFlow,Leadership,Full-Time,2.8,Software Engineer,Innovate Solutions,Part-Time,4.417601749,Junior Data Scientist,Data Analytics Inc,"Data Science, Machine Learning","Python, TensorFlow",Become a Data Science Manager,97,97,100,294,98,A
658,32,F,Chinese,Kuala Lumpur,student658@example.com,3.3,Best Project,Business,"91, 84, 85",,R,Problem Solving,Internship,2.8,Software Engineer,TechGiant Inc,Internship,5.619352948,Data Scientist,TechGiant Inc,"Big Data, Cloud Computing","C++, Java",Become a Software Engineer,91,84,85,260,86.66666667,B
659,19,M,Malay,Perak,student659@example.com,3.09,Dean's List,Engineering,"97, 83, 90",Certified Data Scientist,TensorFlow,Communication,Full-Time,0.2,Data Scientist,Innovate Solutions,Full-Time,4.805001849,Junior Data Scientist,Innovate Solutions,"Data Science, Machine Learning","SQL, Power BI",Become a Data Science Manager,97,83,90,270,90,A
